Görüş,Durum
memnun kaldım tavsiye ederim fiyat performans oranı harika,Olumlu
önceki makinemiz farklı bir marka idi bozulunca modeli aldık ancak tam bir hayal kırıklığı öncelikle ürün üst kapağı açmak baya bir çabalamanız gerekiyor bunun haricinde ürün matkap ses çıkartıyor komşular rahatsız olur tedirginlikle çalıştırıyoruz doğrama yeteneği bizi memnun etmedi açıkçası pişmanlık duyuyoruz,Olumsuz
tavsiyeler doğrultusunda modeli almaya karar verdik,Olumlu
on nunara 5 yıldız kendisini sevdik,Olumlu
ürün güzel kargo firması aras kargo olduğu rezalet,Olumlu
ürün aynısı geldi tereddütle almıştım çeyizime aldım inşallah uzun ömürlü kullanabilirim ilk deneme yaptım gayet başarılı,Olumlu
fiyat iyi ben siyah istedim beyaz geldi saçmalık,Olumsuz
olumlu yönleri almamın 2 sebebi vardı 1 wat gücüne gore mükemmel emiş gücüne sahip olup halıyı yerden kaldırması 2 si başlığının kendi etrafında tamamen donup koktuk altlarına dahi rahat ca yatar pozisyona gelip süpürmesi fiyata gucde kesinlikle mükemmel ablamda görüp kullanıp aldım umarım sıkıntı yasamadan bende kullanirim,Olumlu
düşünerek almıştım harika bir ürünmüs kesinlikle tavsiye ederim,Olumlu
bende yeni almıştım ikinci kullanımda bıçağın plastiği eridi güzel değil,Olumsuz
ozensiz kargolama aldigim rimel kullanilmis,Olumsuz
koku yapıyor garantiyi aradık geldiler aldılar yapıp geri gönderdiler koku sorunu geçti sefer çekmiyor yeniden garantiyi çağırdık makine çalışıyor yapacak bi yok dediler kesinlikle tavsiye etmiyorum,Olumsuz
ben ürünü 1 ay önce sipariş verdim hala ürün bana ulaşmadı,Olumsuz
k 3284 gurme çay makinesi garanti süresini armalarımda bulamadım bilen varmı,Olumsuz
kendi evime almıştım git gel annem makineyi beğenmişti ihtiyaç doğunca aynısından aldık ben genel olarak memnunun makineden 30 03 2019 tarihinde makine ceva lojistik verildi dün 08 04 2019 eve ulaştı bugünde servis gelip kurdu tek sıkıntı lojistik firması zmir den zonguldak merkez 9 günde getirdi,Olumlu
gece 12 sipariş verdim sabah 10 30 ekmegi elime ulaştı hemde istanbul dışı gerçekten hayran kaldım,Olumlu
ürün göründüğü hızlıca geldi ancak 1500 wat bir ürün performansını beğenmedim pişirme süresi uzun kulpları ısınıyor kapağı açtığınızda buhardan haşlanma riski yüksek buna benzer bir yorum okumuş dikkat edilirse yanasın düşünmüştüm öyle değilmiş kapağı kontrol açarken tek taraflı olarak yerinden çıkıyor benzer kalitede başla bir ürün kullanıyordum memnundum ancak kablosu arızalanınca yenileyelim dedik beklentimin altında malesef,Olumsuz
kargo hızlı geldi,Olumsuz
ürüne 10 puan trendyola 0 puan,Olumsuz
memnunum tavye ederim,Olumlu
ürünü beğendim tam istediğim başka marka benzer tasarım ürün çabuk arızalanmıştı umarım uzun ömürlü olur,Olumsuz
acmadim hediye aldim,Olumlu
ürün güzel bilekte hoş duruyor fakat telefon olan bağlantısı sürekli kopuyor ayrıca aradığında isimler görünmüyor bildirimler simge halinde görünüyor fiyata iyisi alınabilir,Olumsuz
kombiyi 3 yıldır kullanıyoruz zamana kadar hiçbir problemini görmedik sıcak su verimi iyi fiyatına göre kaliteli herkese öneririm,Olumsuz
2 yıl önce vestel den düğün bulaşık makinası aldım fakat iki yıldır hiçbir işe yaramıyor ıslak tam olarak kurutmuyor bulaşıkları kaç kere vestel den yetkili servisi çağırdık 60 tl falan para verdik çağırdığımızda yok beyninde problem var dediler yok sepet iyi oturma diyorlar değiştirdik diyorlar olumlu bir sonuç alamadık alın götürün istemiyorum bulaşık makinasını diyorum almıyorlar arkadaşlar sakın almayın sakın,Olumsuz
kesinlikle tavsiye ederim beğendim,Olumlu
yorumbudur com aracılığıyla arkdaşlar ben yandim yanmayın 19 metre kareyi sogutur dediler sogutmuyor surekli calışiyor sogutmuyor 12lik kilima sogutur dediler sogutmuyor 18lik kilima istedim kolandiniz dediler deyistirmediler bir hayata arcelikte bir sey almam 000000,Olumsuz
merhaba arkadaşlar ürünü alalı 2 yıl oldu aşağıda izlenimleri yazıyorum çekiş gücü hala aynı filtresi yıkanabilir hala deforme olmadı elektrik kablosu takılmıyor süper aynen devam toz toplama ünitesi sıkıntısız maşallah vurmalara dayanıklı pat küt tank üst kumanda tutma sapı plastiği dandik kırıldı 2 yıl sonra turbo başlığı sprial şeklinde oynar yeri yırtıldı 3 ayda genel olarak güzel ürün kullandığı hammadde iyi olabilirdi alınabilir ürün parasının hakkını veriyor,Olumlu
schafer kahvecim gelcek a101e kullanan varmı köpüklü çikariyormu yardımcı olur musunuz,Olumsuz
amazzonda aldığım 2 tvde arızalı çıktı tv arızalıydı değişim yapmak istedik amazzon politikası gereği sadece iade oluyormuş bizim karttan düşen bakiye 3bin küsür iadesi taksitli yeni tv yi alalım tvyle ilgili olarak ürün performansı iyi hasarsızsa tabi,Olumsuz
ürün kullanım çeşitliliği açısından iyi ancak hamur yoğurmada kafa sabit durmuyor sanırım kısa sürede arıza verecek aksesuar olarak cidden kullanışlı kenwood kafa sabitleme işini çözememiş,Olumsuz
ürün hızlı geldi üründen memnun kaldım,Olumlu
beğenmediğimiz iade ettk,Olumlu
ürünü beğendim keşke koyduğunuz kutu ürünün kutusu olsaydı başka bir ürünün değil,Olumsuz
evetüdenedik pişirmesi iyi yorumu sonra yaptık,Olumlu
ürün yerli üretim plastik kalitesi fena değil motoru oldukça kuvvetli çekiş gücü yüksek ancak toz torbası haznesi oldukça küçük bunlar ilk izlenimler ürünü alalı henüz 1 gün oldu ileride göreceğiz,Olumlu
ürün müthiş hakkını fazlasıyla veriyor şiddetle tavsiye ederim,Olumlu
çocuklu aileler mükemmel çekim gücü iyi,Olumlu
kalitede fiyata güzel ürün tavsiye ederim,Olumlu
sessizlik sizi aldatmasın oldukça kötü bir çekim gücü var,Olumsuz
urun kaliteli guzel kablosu çileden çıkarıyor uzun kullanışsız eğilip kalkarken şekilden şekle giriyorsunuz,Olumsuz
fiyatı gayet iyi memnun kaldığım bi ürün yüzden annemede aldımm,Olumlu
harika bir ürün 4 adet tost sığıyor gönül rahatlığıyla alabilirsiniz,Olumlu
çarşamba sipariş verdim pazar günü geldi memnun kaldık boş köpüklü oldunkahvem,Olumlu
tavsi ye edebi li ri f ürünü,Olumlu
bence iyi bitti,Olumlu
uzun süreli kullanımda hızlı şarj bataryanın hızlı tükenmesine sebep olmakta geriye kalan konularda telefon gayet yeterli,Olumlu
ağır kullanmadık 2 kullanımda pert oldu,Olumsuz
malesef göz cevreme alerji yaptı kullanamadım,Olumsuz
ürün gayet güzel tavsiye ederim çekim gücü biraz,Olumlu
aldıgım günden beri şikayetçiyim beyazlarda istediğim sonucu elde edemiyorum pahalı ürünleri keke çıkarıcıları kullandım yok olmuyor yıkama katagorılerının hepsini denedim maalesef olmuyor memnun kaldım diyenlere şaşırdım hala kullanıyorsanız bankada bir tiyo verin lütfen kesinlikle tavsiye etmiyoruuuuuummmmm,Olumsuz
ürün güzel fakat kargo rezalet 10 gün sonra elime ulaştı,Olumsuz
sessiz süper çekiş herkeze tavsiys ederim,Olumlu
merhaba ürünümüz yeni geldi hemen denedik memnun kaldık evi önce süpürmüyormuşuz onu anladık ürün aşırı küçük değil orta boyda çekimi mükemel bir tanede köydeki evimize alacağız zaman geçtikçe çekim gücü düşüyor diyolar filtre temizliği önemli tabiki yapılmazsa gücü düşebilir sadece ürün faturasız geldi olumsuz diyebileceğim sorun teşekkürler amazzon,Olumlu
kesinlikle ürünü beğenmedim sakın bulaşmayın görüntü olarak kaliteli gözüküyor fakat motoru beş para etmez ilk geldiği zamanlar çalışıyordu sonra aradan 1 ay 1 5 ay geçti bir çalışıyor bir çalışmıyor kafasına göre takılıyor 3 kuruş fazla verin bildik bir marka alın,Olumsuz
geldi taktım bozuk,Olumsuz
ürün güzel fakat hasarlı geldi tepsiler yerine zor oturuyor,Olumsuz
ürün çalıntı çıktı,Olumsuz
i lk kullanımda suya pas tadı verdi,Olumsuz
olumlu yönleri grupta alınacak iyi süpürge diyebilirim boyutları güzel küçük değil,Olumlu
korkmaz marka zaten başlı başına tavsiye konusu satıcı hızlı güvenilir tavsiye ediyorum,Olumlu
çoktan memnunun fiyatında gayet uygun tavsiye ederim,Olumlu
touchpedi 3 metreden bile çalışmıyor verdiğim paraya yazik oldu hızlı kargo paketlemesi sağlamdı,Olumsuz
ürün elime kadar geç ulaştı sırf yüzden 0 puan,Olumsuz
2 yıldır kullanıyorum 3 borusu kırıldı malzeme kalitesiz parçalarıda pahalı tavsiye etmiyorum parayı hak etmiyor,Olumsuz
ùrùn güzeldi emegi gecenlere teşekùrler 10,Olumsuz
önce kullandığım bir ürün arkadaşıma hediye aldım memnunn kaldı teşekkürler,Olumlu
siparişim 2 gün içinde ulaştı öncelikle teşekkürler ufak bir tavsiye mini fırına göre biraz büyük ancak oldukça işimize geldi yeni kullanmaya başlamış olmamız rağmen bizi memnun etti,Olumlu
geldi denedik gayet güzel biraz sesli ızgarası yok oysa siparişte var yazıyor kötü,Olumsuz
uzun zamandir urun elimde fakat kesinlikle memnun kalmadım basit şeyleri bile doğru düzgün dograyamadi soganlari vs cama yapistiriyordu duzgun çekmesi su vb koyarak sulandiriyordum pratik değil,Olumsuz
yeni aldım hemen kullandım rengi harika zarif yer kaplamıyor kargo özenli zamanında geldi teşekkürler,Olumlu
fiyatına göre güzel bir ürün sessiz çalışması cabası,Olumlu
bunu alanın aklını kaçırdığını düşünüyorum mi kamera odaklama yavaş netlik orta batarya iyidir oyun pek iyi değil ön kamera karanlıkta pikselleri görmek desem dokunmatik alalı 1 sene oldu bazen basmıyor ekran gözleri yormuyor hafif dokununca izler var kesinlikle almayın,Olumsuz
olumsuz yönleri ürün dendiği bir ürün değil ürünün yağ sevyesi bile yok yağ sevyesi içinde deniyor yok içindeki kızartma sepeti kötü kolla kızartma sepetini bile almaya korkuyorsun dökülür,Olumsuz
keşke önce yorumları okusaydım 3 gün bozuldu,Olumsuz
ürün kırılmış şekilde geldi ürünü evde çocuk teslim aldığı teslim esnasında kargocuyla tutanak tutulamadı mahazanın müşteri hizmetleride ipe un serdi birdaha asla sitede alışveriş yapmam,Olumsuz
ürün çin malı vs ancak iyi bir ürün üretici seçilmiş gayet sorunsuz,Olumlu
ürün geldi bir telefon bile açılmadı,Olumsuz
ürün bence güzel bir ürün aldık yaklaşık 10 aydır kullanıyoruz çekim gücü kuvvetli halıya yapışıyor çareyi eski süpürgem aldığım başlığı kullanmakta bulduk şimdi eskisi yormuyor seside gürültülü değil 3a olması yeterli 4 gerek yok alırken yanında yedek hepa filtrede alın 1yıl sonra lazım olur takarsınız,Olumlu
09 08 2017de 700 tlye aldım nakliye kurulum aşamasından memnunum makine gayet güzel tavsiye ederim,Olumlu
olumlu yönleri fiyata göre çekiş gücü pekçok markaya göre iyi olumsuz yönleri plastik çabuk kırılabilir cinsten sıkıntılı tarafı süpürgenin başı yere tam oturmuyor süpürürken sürekli düzeltmek gerekiyor büyük süpürgelerin başı kadar ergonomik değil maalesef,Olumlu
iyi çekiş gücü ses yüksek,Olumlu
berbat beğenmedim taraf su oldu bana servis öneriler servisin telefonu bile yok,Olumsuz
beğenmedim urunu,Olumsuz
gönderilen ürün oturmuyor memnun kalmadım kadar paraya beklemiyordum teslimat hızlıydı fakat ürün oturmuyor yazık,Olumsuz
kullanilabilir guzel hos bi 2 1 set muzik gayet iyi bi sekilde dinlernir cok birsey beklemeyin,Olumsuz
ürün hala yok gelmedi yurt içi kargo çalışmak sorun cok hic yok haber yok gelen giden yok kargo şirketi diyor bizde gelen yok giden yok teslime çıkarılıyor teslım eden yok yurt içi kargo rezalet,Olumsuz
cok seviyorum rengi cok guzel,Olumlu
i şe yarıyor,Olumlu
rengi modeli kullanimi cok guzel sadece isi ayar dugmesi kaliteli olabilirdi izgara yapilabiliyorsa super olur,Olumlu
2 kullanımımda ürünün sol tarafı bozuldu iyi bekliyordum,Olumsuz
olumlu yönleri sinbo 1400 watt gücü sahip olan süpürgesi mükemmel temizlik deneyimini vaad ediyor kişiye ciddi anlamda aldığı kuruşu sonuna kadar hak eden bir süpürge diyebilirim borusunun yapıldığı malzeme sayesinde gerçekten üstün hareket kabiliyeti güçlü temizlik deneyimini vaad ettiği gbi sunabiliyor müşteriye umarım tarz ürünler üretmeye devam ederler,Olumlu
uzunca araştırmalarımın sonucunda fiyatının iyisi olduğuna karar verdim şuan alıyorum,Olumlu
i nternetten reklamını beğenerek aldım pişman oldum,Olumsuz
başaralı bir ürün pahalı markalara fazla para vermeye gerek yok piyasada ucuz fiyata trendyol dan aldık teşekkürler,Olumlu
güzel bi ürün deği kullanmaya başladik demli kapaği çatladi hemen çaydamlik çi kokuyor başka bi ürün alinabi li rdi,Olumsuz
aynı segmentte kaliteli ürünleri uyguna bulabilirsiniz mesela mi band 4 bunun biçilmiş kaftan aynı özellikleri bir yana pil konusunda samsungdan dahs iddialı bir bakmanızı tavsiye ederim,Olumsuz
ürünü 4 yıldır kullanıyorum memnunum yedek olsun tekrar aldım,Olumlu
mağazadan aldığım ikinci vestel ürün yine tam istediğim günde saatte teslim edildi üründe sağlam şekilde paketimi aldım gelen servis yetkiisi özenle ilgilenerek montajımı tamamlamaya çalıştı ancak ilginç şekilde tornavidası dahi yoktu sürekli olarak apartmandan temin etmeye çalıştım su damlatan yerlere bağlaması araç bile getirmemişti kinci olarakda kireçli suyu arıtması vestel marka aparat sattı ancak aparat su damlatıyordu bana musluğa bağlı çatal aparatını değiştirmemi söyledi ancak ben apartman görevlisini çağırdığımda aparatı çıkardık su damlatmadı bunlar eksiksiz olsayfı 5 yıldızı verirdim makineyle ilgili bir problemim yok tertemiz yıkıyor,Olumlu
bin pişmanım lanet olsun kumtele internet alışverişine aldığım ürünü kimin dükkanına fırlatayım kaç servis aradım bağlatamıyorum ocağı satmayın sizde yetkili servisi olmayan bir firma birdahada evime giremez,Olumsuz
i ğrenç,Olumsuz
ürün fazla ses çıkartıyor almanızı tavsiye etmem,Olumsuz
hayır dandik ikinci şarjda bozuldu sakın burdan alışveriş yapmayın,Olumsuz
sesi yüksek dedikleri tereddütte kalmştm bgün teslim aldm cok bgendm herkze tavsye ederm,Olumlu
kargo tesliatta hıc sıkıntı yoktu urunu once almıstım ofıste kullanıyorum cok memnunum evımede almak ıstedım yalnız kablo boyu cok kısa masa ustu bılgısayarınız varsa kasanın altına bırsey koymak zorundasınız kablo yetısmıyor,Olumsuz
almadan önce ağırlığından şikayet edenleri okumuştum ancak kullananlar ağırlığının performansına olumlu katkısı olduğunu söylüyor memnunlar,Olumlu
henüz kullanmadım kaliteli görünüyor,Olumlu
evet gayet güzel kullanisli,Olumlu
cok begendim rengi cok tatli cok maharetli bir ürün,Olumlu
ürünü aldık sorunsuz ıyı calısıyo sımdıde 80 litre termosıfon şiparısı verdım guvenle alın,Olumlu
kulalıkçok güzel sesi bay cıkıyor,Olumsuz
ilgiliydiler hemen arayip surec hakkinda bilgilendirdiler kargomu siparisten 3 4 saat gecmemisti kargoladilar 24 saat gecmemisti urunu kullanmaya basladim cok tesekkur ediyorum,Olumlu
ürün gerçekten güzel kesinlikle tavsiye ediyorum,Olumlu
hayır beğenmedim ürün kötü tavsiye etmiyorum,Olumsuz
tek kelimeyle harika,Olumlu
hızlı teslimat iyi paketleme 24 saat olmadan teslim aldım fiyat zaten uygun burada hemde samsung garantili teşekkürler hepsiburada,Olumlu
kargo hızlı ürün sessiz güzel günlük kullanım ideal memnunum,Olumlu
makine acayip sesli zannedersiniz helikopter kalkıyor üzgünüm aylık makine,Olumsuz
tavsiye etmem kesinlikle almayın uzun süre ısınmıyor dereceyi 200 ayarlayrm isindiktan sonra kenarları yakıyor kissaniz pisirmiyor kısacası yemek yapmayı işkence haline getiren bir firin üstelik pahalı,Olumsuz
homend çay makinesi kullanıyorum memnunum bunu yakınıma aldım ayrıca amazzon un kargosu hizliymis ürün elime bir günde sapasağlam ulaştı paketlemeleri gerçekten güzel teşekkürler,Olumlu
ürün resimde göründüğünden kaliteli şık almak isteyen arkadaşlara tavsiye ederim pişman olmazlar,Olumlu
memnun kalmadım orijinal samsung marka değildi malesef iyi benzetmişler orjinaline sitenizde orijinal yazıyordu ona güvenip almıştım pişman oldum,Olumsuz
